"store_id","hub_id","store_segment","store_plan_price","store_latitude","store_longitude"
"1739","20","GOOD","29","-22.996847","-43.3612"
"1745","43","GOOD","29","-25.441221","-49.27769"
"1748","25","GOOD","29","-23.570765","-46.642044"
"1772","20","FOOD",,"-22.996847","-43.3612"
"1784","21","GOOD",,"-23.550407","-46.72129"
"1787","44","GOOD",,"-25.43514","-49.316788"
"1792","36","FOOD","49","-30.085743","-51.246"
"1799","51","GOOD","29","-22.927336","-43.572533"
"1801","17","GOOD","29","-23.59955","-46.636757"
"1804","3","FOOD",,"-30.038145","-51.20352"
"1814","13","FOOD",,"-22.887522","-43.283367"
"1816","44","GOOD","29","-25.43514","-49.316788"
"1820","29","GOOD","29","-23.561052","-46.558975"
"1822","27","GOOD","29","-23.622995","-46.699203"
"1833","8","GOOD","29","-22.921474","-43.23482"
"1835","25","FOOD","49","-23.570765","-46.642044"
"1842","13","FOOD","49","-22.887522","-43.283367"
"1844","51","GOOD","29","-22.927336","-43.572533"
"1852","36","FOOD","49","-30.085743","-51.246"
"1855","16","GOOD","29","-23.020708","-43.4897"
"1867","27","GOOD","29","-23.622995","-46.699203"
"1872","26","GOOD","29","-23.563759","-46.652622"
"1873","26","GOOD","29","-23.563759","-46.652622"
"1874","25","GOOD","29","-23.570765","-46.642044"
"1875","25","GOOD",,"-23.570765","-46.642044"
"1881","20","GOOD","29","-22.996847","-43.3612"
"1882","20","GOOD","29","-22.996847","-43.3612"
"1883","31","GOOD",,"-23.631836","-46.735203"
"1888","33","GOOD","29","-23.579067","-46.594006"
"1899","21","GOOD","29","-23.550407","-46.72129"
"1910","17","GOOD","29","-23.59955","-46.636757"
"1911","13","GOOD","29","-22.887522","-43.283367"
"1914","16","FOOD","49","-23.020708","-43.4897"
"1923","3","FOOD","49","-30.038145","-51.20352"
"1924","20","GOOD","29","-22.996847","-43.3612"
"1925","17","GOOD","29","-23.59955","-46.636757"
"1926","17","GOOD","29","-23.59955","-46.636757"
"1928","44","FOOD","49","-25.43514","-49.316788"
"1930","20","FOOD","49","-22.996847","-43.3612"
"1940","31","GOOD","19","-23.631836","-46.735203"
"1964","13","GOOD","29","-22.887522","-43.283367"
"1967","43","GOOD","29","-25.441221","-49.27769"
"1981","13","GOOD",,"-22.887522","-43.283367"
"1984","43","FOOD","49","-25.441221","-49.27769"
"1987","20","GOOD","29","-22.996847","-43.3612"
"1992","43","GOOD","29","-25.441221","-49.27769"
"1996","51","GOOD","29","-22.927336","-43.572533"
"1997","18","GOOD","29","-22.94733","-43.183533"
"1999","43","GOOD","29","-25.441221","-49.27769"
"2002","44","GOOD","29","-25.43514","-49.316788"
"2006","18","GOOD","29","-22.94733","-43.183533"
"2007","26","GOOD","29","-23.563759","-46.652622"
"2008","8","GOOD","29","-22.921474","-43.23482"
"2012","44","GOOD","29","-25.43514","-49.316788"
"2013","31","GOOD","29","-23.631836","-46.735203"
"2014","20","GOOD","29","-22.996847","-43.3612"
"2026","13","FOOD","49","-22.887522","-43.283367"
"2028","13","GOOD","29","-22.887522","-43.283367"
"2036","44","FOOD","49","-25.43514","-49.316788"
"2037","28","GOOD","29","-23.595776","-46.685986"
"2043","31","GOOD","29","-23.631836","-46.735203"
"2047","17","GOOD","29","-23.59955","-46.636757"
"2049","17","GOOD","29","-23.59955","-46.636757"
"2050","33","GOOD","29","-23.579067","-46.594006"
"2052","13","GOOD",,"-22.887522","-43.283367"
"2055","8","GOOD","29","-22.921474","-43.23482"
"2060","43","FOOD","49","-25.441221","-49.27769"
"2061","42","FOOD","49","-25.438766","-49.266533"
"2070","31","GOOD","29","-23.631836","-46.735203"
"2073","21","GOOD","29","-23.550407","-46.72129"
"2074","42","FOOD","49","-25.438766","-49.266533"
"2078","13","GOOD","29","-22.887522","-43.283367"
"2079","13","GOOD","29","-22.887522","-43.283367"
"2080","8","GOOD","29","-22.921474","-43.23482"
"2097","33","GOOD","29","-23.579067","-46.594006"
"2109","21","GOOD","29","-23.550407","-46.72129"
"2110","27","GOOD","29","-23.622995","-46.699203"
"2112","51","FOOD","49","-22.926905","-43.572533"
"2118","8","GOOD","29","-22.921474","-43.23482"
"2136","27","GOOD","29","-23.622995","-46.699203"
"2137","33","GOOD","29","-23.579067","-46.594006"
"2138","33","GOOD","29","-23.579067","-46.594006"
"2139","33","FOOD","49","-23.579067","-46.59282"
"2142","43","FOOD","49","-25.441221","-49.27769"
"2149","43","FOOD","49","-25.441221","-49.27769"
"2150","31","GOOD","29","-23.631836","-46.735203"
"2156","43","FOOD","49","-25.441221","-49.27769"
"2161","28","FOOD","49","-23.595776","-46.685986"
"2167","25","GOOD","29","-23.570765","-46.642044"
"2168","17","GOOD","29","-23.59955","-46.636757"
"2169","31","GOOD",,"-23.631836","-46.735203"
"2170","37","FOOD","49","-23.507105","-46.718197"
"2181","13","GOOD","29","-22.887522","-43.283367"
"2188","44","FOOD","49","-25.43514","-49.316788"
"2189","42","FOOD","49","-25.438766","-49.266533"
"2193","21","GOOD",,"-23.550407","-46.72129"
"2198","13","GOOD","29","-22.887522","-43.283367"
"2211","35","GOOD","29","-22.97315","-43.37081"
"2216","18","GOOD","29","-22.94733","-43.183533"
"2221","33","GOOD","29","-23.579067","-46.594006"
"2229","42","GOOD","29","-25.438766","-49.266533"
"2233","31","GOOD","29","-23.629826","-46.735203"
"2244","17","GOOD","29","-23.59955","-46.636757"
"2249","20","FOOD","0","-22.996847","-43.359634"
"2257","42","GOOD","29","-25.438766","-49.266533"
"2260","44","GOOD","29","-25.43514","-49.316788"
"2261","43","GOOD","29","-25.441221","-49.27769"
"2264","33","GOOD",,"-23.579067","-46.594006"
"2267","17","FOOD","49","-23.59955","-46.636757"
"2270","73","FOOD",,,
"2274","27","GOOD",,"-23.622995","-46.699203"
"2275","20","GOOD","29","-22.996847","-43.3612"
"2276","28","GOOD","29","-23.595776","-46.685986"
"2278","51","GOOD",,,
"2292","37","GOOD","29","-23.507105","-46.718197"
"2306","13","GOOD",,"-22.887522","-43.283367"
"2311","13","GOOD","29","-22.887522","-43.283367"
"2313","36","FOOD","49","-30.085743","-51.246"
"2317","37","GOOD","0","-23.507105","-46.718197"
"2326","37","GOOD",,"-23.507105","-46.718197"
"2354","13","FOOD","49","-22.887522","-43.283367"
"2355","17","GOOD","29","-23.581713","-46.64582"
"2356","8","GOOD","29","-22.921474","-43.234776"
"2390","8","GOOD",,"-22.921474","-43.23482"
"2398","27","FOOD","49","-23.622995","-46.699203"
"2400","75","GOOD","29","-25.477074","-49.28966"
"2403","42","GOOD",,"-25.438766","-49.266533"
"2404","43","GOOD","29","-25.441221","-49.27769"
"2413","51","FOOD",,"-22.927336","-43.572533"
"2414","75","GOOD","29","-25.477074","-49.28966"
"2425","33","GOOD",,"-23.579067","-46.594"
"2429","44","FOOD",,"-25.43514","-49.316788"
"2432","42","FOOD","29","-25.438766","-49.266533"
"2433","75","FOOD","29","-25.477074","-49.28966"
"2434","75","GOOD",,"-25.477074","-49.28966"
"2436","75","GOOD","29","-25.477074","-49.28966"
"2439","37","FOOD","49","-23.507105","-46.718197"
"2447","13","GOOD","29","-22.886774","-43.283165"
"2451","13","GOOD",,"-22.887522","-43.283367"
"2459","44","GOOD","29","-25.43514","-49.316788"
"2463","75","GOOD",,"-25.477074","-49.28966"
"2465","28","GOOD",,"-23.595776","-46.685986"
"2466","37","GOOD",,"-23.507105","-46.718197"
"2468","26","GOOD","29","-23.563759","-46.652622"
"2471","75","GOOD",,"-25.477074","-49.28966"
"2479","37","GOOD","29","-23.507105","-46.718197"
"2480","27","GOOD","29","-23.622995","-46.699203"
"2482","31","GOOD","29","-23.631836","-46.735203"
"2489","75","GOOD","29","-25.477074","-49.28966"
"2500","51","GOOD",,"-22.927336","-43.572533"
"2505","13","GOOD","29","-22.887522","-43.283367"
"2518","21","GOOD","29","-23.550407","-46.72129"
"2529","27","GOOD","29","-23.622995","-46.699203"
"2541","51","FOOD","49","-22.927336","-43.572533"
"2542","20","GOOD","29","-22.996847","-43.3612"
"2543","20","GOOD","29","-22.996847","-43.35981"
"2545","29","GOOD","29","-23.561052","-46.558975"
"2559","51","FOOD",,"-22.927336","-43.572533"
"2583","43","FOOD","49","-25.441221","-49.27769"
"2587","75","FOOD","49","-25.477074","-49.28966"
"2595","8","GOOD",,"-22.921474","-43.234776"
"2604","21","GOOD",,"-23.550407","-46.72129"
"2640","27","GOOD","29","-23.622995","-46.699203"
"2645","31","GOOD","29","-23.629826","-46.735203"
"2658","75","GOOD","29","-25.477074","-49.28966"
"2661","75","GOOD","29","-25.477074","-49.28966"
"2664","75","GOOD","29","-25.477074","-49.28966"
"2700","26","FOOD","49","-23.563759","-46.652622"
"2703","75","GOOD","29","-25.477074","-49.28966"
"2710","75","GOOD","29","-25.477074","-49.28966"
"2730","44","FOOD","49","-25.43514","-49.316788"
"2732","35","FOOD","49","-22.96988","-43.37081"
"2734","51","FOOD","49","-22.926905","-43.572533"
"2749","51","FOOD","49","-22.927336","-43.572533"
"2754","28","GOOD","29","-23.595215","-46.685986"
"2756","29","GOOD","29","-23.561052","-46.558975"
"2764","44","GOOD","29","-25.43514","-49.316788"
"2785","37","GOOD","29","-23.507105","-46.718197"
"2800","75","GOOD","29","-25.477074","-49.28966"
"2812","31","FOOD","49","-23.629826","-46.735203"
"2816","27","GOOD","29","-23.622995","-46.699203"
"2836","75","FOOD","49","-25.477074","-49.28966"
"2861","44","GOOD","29","-25.43514","-49.316788"
"2863","36","GOOD","29","-30.085743","-51.246"
"2872","13","GOOD","29","-22.887522","-43.283367"
"2888","75","GOOD","0","-25.477074","-49.28966"
"2891","75","FOOD","49","-25.477074","-49.28966"
"2894","42","FOOD","49","-25.438766","-49.266533"
"2904","8","GOOD","29","-22.921474","-43.23482"
"2908","36","FOOD","49","-30.085743","-51.246"
"2917","17","GOOD","29","-23.59955","-46.636757"
"2933","8","GOOD",,"-22.921474","-43.23482"
"2948","42","FOOD","49","-25.438766","-49.266533"
"2954","29","FOOD","0","-23.561052","-46.558975"
"2955","20","FOOD","0","-22.996847","-43.35981"
"2956","18","FOOD","49","-22.94733","-43.183533"
"2958","35","FOOD","0","-22.96988","-43.37081"
"2959","33","FOOD","0","-23.579067","-46.594006"
"2960","27","FOOD","0","-23.622995","-46.699203"
"2962","25","FOOD","0","-23.57075","-46.642044"
"2963","17","FOOD","0","-23.59955","-46.636757"
"2964","8","FOOD","0","-22.921474","-43.23482"
"2971","51","FOOD","49","-22.926905","-43.572533"
"2980","75","FOOD","49","-25.477074","-49.28966"
"3000","42","GOOD","29","-25.438766","-49.266533"
"3001","43","GOOD","29","-25.441221","-49.27769"
"3008","75","FOOD","49","-25.477074","-49.28966"
"3012","43","GOOD","29","-25.441221","-49.27769"
"3016","18","FOOD","49","-22.94733","-43.183533"
"3019","29","GOOD","29","-23.561052","-46.558975"
"3021","43","GOOD","49","-25.441221","-49.27769"
"3048","35","FOOD","49","-22.96988","-43.37081"
"3060","29","FOOD","49","-23.561052","-46.558975"
"3062","25","GOOD","29","-23.57017","-46.642044"
"3063","20","GOOD","29","-22.996847","-43.359634"
"3068","37","FOOD","49","-23.507105","-46.718197"
"3070","17","FOOD","49","-23.59955","-46.636757"
"3071","31","FOOD","49","-23.631836","-46.735203"
"3077","75","GOOD","29","-25.477074","-49.28966"
"3091","25","FOOD","49","-23.570765","-46.642044"
"3097","26","FOOD","49","-23.563759","-46.652622"
"3105","27","FOOD","49","-23.622995","-46.699203"
"3117","8","FOOD","49","-22.921474","-43.23482"
"3128","20","GOOD","29","-22.996847","-43.359634"
"3162","37","GOOD","29","-23.507105","-46.718197"
"3172","44","GOOD","29","-25.43514","-49.316788"
"3182","51","GOOD","29","-22.927336","-43.572533"
"3183","8","GOOD","29","-22.921474","-43.23482"
"3185","13","GOOD","29","-22.887522","-43.283367"
"3218","27","GOOD","39","-23.622995","-46.699203"
"3222","20","FOOD","49","-22.996847","-43.3612"
"3230","42","FOOD","49","-25.438766","-49.266533"
"3254","28","FOOD","49","-23.595776","-46.685986"
"3265","37","FOOD","49","-23.507105","-46.718197"
"3279","44","GOOD","29","-25.43514","-49.316788"
"3284","31","GOOD","29","-23.629826","-46.735203"
"3285","25","GOOD","29","-23.57017","-46.642044"
"3296","29","FOOD","49","-23.561052","-46.558975"
"3322","13","GOOD","29","-22.887522","-43.283367"
"3324","36","FOOD","49","-30.085743","-51.246"
"3325","33","GOOD","29","-23.579067","-46.59282"
"3365","31","GOOD","29","-23.629826","-46.735203"
"3370","28","GOOD","29","-23.595776","-46.685986"
"3388","43","GOOD","29","-25.441221","-49.27769"
"3393","20","GOOD","29","-22.996847","-43.359634"
"3394","8","GOOD","29","-22.921474","-43.23482"
"3401","43","FOOD","49","-25.441221","-49.27769"
"3402","44","FOOD","49","-25.43514","-49.316788"
"3403","75","FOOD","49","-25.477074","-49.28966"
"3404","42","FOOD","49","-25.438766","-49.266533"
"3405","27","GOOD","29","-23.622995","-46.699203"
"3406","20","GOOD","29","-22.996847","-43.359634"
"3412","75","FOOD","49","-25.477074","-49.28966"
"3418","25","GOOD","29","-23.57017","-46.642044"
"3420","18","GOOD","29","-22.94733","-43.183533"
"3422","3","GOOD",,"-30.037415","-51.20352"
"3432","43","GOOD","29","-25.441221","-49.27769"
"3433","13","GOOD","29","-22.887522","-43.283367"
"3434","33","GOOD","29","-23.579067","-46.59282"
"3450","13","FOOD",,"-22.887522","-43.283367"
"3451","37","GOOD","29","-23.507105","-46.718197"
"3460","75","FOOD","29","-25.477074","-49.28966"
"3468","75","FOOD","49","-25.477074","-49.28966"
"3490","25","GOOD","29","-23.570765","-46.642044"
"3491","31","GOOD","29","-23.631836","-46.735203"
"3492","17","GOOD","29","-23.59955","-46.636757"
"3493","33","GOOD","29","-23.579067","-46.594006"
"3497","26","GOOD","29","-23.563759","-46.652622"
"3498","37","GOOD","29","-23.507105","-46.718197"
"3500","13","FOOD","29","-22.887522","-43.283367"
"3509","51","FOOD","49","-22.927336","-43.572533"
"3510","13","GOOD","29","-22.887522","-43.283367"
"3512","75","FOOD","49","-25.477074","-49.28966"
"3528","51","FOOD","49","-22.927336","-43.572533"
"3530","43","GOOD","29","-25.441221","-49.27769"
"3535","25","GOOD","29","-23.570765","-46.642044"
"3541","44","FOOD","49","-25.43514","-49.316788"
"3546","37","FOOD","49","-23.507105","-46.718197"
"3553","13","GOOD","29","-22.887522","-43.283367"
"3588","35","GOOD","49","-22.97315","-43.37081"
"3595","43","FOOD","49","-25.441221","-49.27769"
"3609","42","GOOD","29","-25.438766","-49.266533"
"3612","36","FOOD","29","-30.085743","-51.246"
"3615","33","GOOD","29","-23.579067","-46.594006"
"3625","13","FOOD","49","-22.887522","-43.283367"
"3627","13","FOOD","49","-22.887522","-43.283367"
"3631","8","GOOD","29","-22.921474","-43.23482"
"3639","21","FOOD","49","-23.550407","-46.72129"
"3641","13","FOOD","49","-22.887522","-43.283367"
"3644","75","FOOD","29","-25.477074","-49.28966"
"3646","43","GOOD","29","-25.441221","-49.27769"
"3648","8","GOOD","29","-22.921474","-43.23482"
"3688","21","GOOD","29","-23.550407","-46.72129"
"3694","51","FOOD",,"-22.927336","-43.572533"
"3711","44","FOOD","49","-25.43514","-49.316788"
"3712","75","FOOD","49","-25.477074","-49.28966"
"3721","27","FOOD","49","-23.622995","-46.699203"
"3723","17","GOOD","29","-23.59955","-46.636757"
"3728","13","FOOD",,"-22.887522","-43.283367"
"3752","86","GOOD","29","-23.541502","-46.576717"
"3766","21","GOOD","29","-23.550407","-46.72129"
"3767","86","FOOD","49","-23.541502","-46.576717"
"3770","51","FOOD","49","-22.927336","-43.572533"
"3778","33","FOOD","49","-23.579067","-46.594006"
"3780","75","FOOD","49","-25.477074","-49.28966"
"3804","37","FOOD","49","-23.507105","-46.718197"
"3808","75","GOOD",,"-25.477074","-49.28966"
"3821","35","FOOD","49","-22.97315","-43.37081"
"3822","37","FOOD","49","-23.507105","-46.718197"
"3832","21","GOOD","29","-23.550407","-46.72129"
"3835","91","GOOD","29","-19.875357","-43.925262"
"3847","86","FOOD","49","-23.541502","-46.576717"
"3862","27","GOOD","0","-23.622995","-46.69861"
"3884","20","GOOD","29","-22.996847","-43.3612"
"3902","26","FOOD","49","-23.563759","-46.652622"
"3916","75","FOOD","0","-25.477074","-49.28966"
"3919","43","GOOD","29","-25.441221","-49.27769"
"3920","25","FOOD","49","-23.570765","-46.642044"
"3930","16","FOOD","49","-23.020708","-43.4897"
"3935","75","FOOD","49","-25.43514","-49.28966"
"3936","85","FOOD","49","-23.515253","-46.618355"
"3937","44","FOOD","49","-25.43514","-49.316788"
"3938","44","FOOD","49","-25.43514","-49.316788"
"3943","44","FOOD","49","-25.43514","-49.316788"
"3961","20","FOOD","49","-22.996847","-43.3612"
"3965","28","FOOD","49","-23.595776","-46.685986"
"3966","85","FOOD","49","-23.515253","-46.618355"
"3968","85","FOOD","49","-23.513353","-46.618355"
"3973","85","GOOD","29","-23.513353","-46.618355"
"3984","85","FOOD","49","-23.513353","-46.618355"
"3986","85","FOOD","49","-23.515516","-46.618355"
"3987","85","FOOD","49","-23.513353","-46.618355"
"3995","85","GOOD","29","-23.515253","-46.618355"
"3996","85","FOOD","49","-23.515253","-46.618355"
"4002","43","FOOD","49","-25.441221","-49.27769"
"4003","85","FOOD","49","-23.515253","-46.618355"
"4009","33","GOOD","29","-23.579067","-46.594006"
"4012","13","FOOD","0","-22.887522","-43.283367"
"4015","37","FOOD","49","-23.507105","-46.718197"
"4016","85","FOOD","49","-23.515253","-46.618355"
"4022","18","FOOD","49","-22.94733","-43.183533"
"4023","8","FOOD","49","-22.921474","-43.23482"
"4025","37","FOOD","49","-23.507105","-46.718197"
"4026","25","FOOD","49","-23.570765","-46.642044"
"4058","85","FOOD","49","-23.515253","-46.618355"
"4064","85","FOOD","49","-23.513353","-46.618355"
"4072","44","FOOD","49","-25.43514","-49.316788"
"4097","51","FOOD","49","-22.927336","-43.572533"
"4105","8","GOOD",,"-22.92706","-43.238518"
"4109","17","GOOD",,"-23.598469","-46.63669"
"4110","31","GOOD",,"-23.630852","-46.735397"
"4121","21","GOOD","29","-23.550407","-46.72129"
"4132","43","FOOD","49","-25.441221","-49.27769"
"4139","86","FOOD","49","-23.541502","-46.576717"
"4142","18","FOOD","49","-22.94733","-43.183533"
"4151","85","FOOD","49","-23.513353","-46.618492"
"4153","44","FOOD","49","-25.43514","-49.316788"
"4157","51","GOOD","49","-22.927336","-43.572533"
"4159","29","FOOD","49","-23.561052","-46.558975"
"4161","26","GOOD","29","-23.563759","-46.652622"
"4164","26","GOOD","29","-23.563759","-46.652622"
"4165","26","GOOD","29","-23.563759","-46.652622"
"4167","26","GOOD","29","-23.563759","-46.652622"
"4170","26","GOOD","29","-23.563759","-46.652622"
"4171","26","GOOD","29","-23.563759","-46.652622"
"4181","26","GOOD","29","-23.563759","-46.652622"
"4184","26","GOOD","29","-23.563759","-46.652622"
"4195","26","GOOD","29","-23.563759","-46.652622"
"4199","26","GOOD","29","-23.563759","-46.652622"
"4200","8","FOOD","49","-22.921474","-43.23482"
"4201","85","GOOD","49","-23.513353","-46.618492"
"4202","26","GOOD","29","-23.563759","-46.652622"
"4203","22","FOOD","49","-23.001696","-43.386494"
"4204","22","FOOD","49","-23.001696","-43.386494"
"4206","85","FOOD","49","-23.513353","-46.618492"
"4207","16","FOOD","49","-23.020708","-43.4897"
"4208","26","GOOD","29","-23.563759","-46.652622"
"4210","33","FOOD",,"-23.579067","-46.594006"
"4211","29","FOOD",,"-23.561052","-46.558975"
"4213","17","FOOD",,"-23.59955","-46.636757"
"4214","44","FOOD",,"-25.43514","-49.316788"
"4243","85","GOOD","29","-23.513353","-46.618492"
"4245","33","GOOD","29","-23.579067","-46.594006"
"4255","85","GOOD","49","-23.513353","-46.618492"
"4262","85","GOOD","29","-23.513353","-46.618492"
"4264","85","GOOD","29","-23.513353","-46.618492"
"4266","75","GOOD","29","-25.477074","-49.28966"
"4271","17","FOOD","49","-23.59955","-46.636757"
"4272","75","GOOD","29","-25.477074","-49.28966"
"4292","75","FOOD","49","-25.477074","-49.28966"
"4296","85","GOOD","29","-23.513353","-46.618492"
"4299","21","GOOD","29","-23.550407","-46.72129"
"4300","33","FOOD","49","-23.579067","-46.594006"
"4302","42","FOOD","49","-25.438766","-49.266533"
"4305","20","FOOD","0","-22.996847","-43.3612"
"4314","25","FOOD",,"-23.570765","-46.642044"
"4315","27","FOOD","0","-23.622995","-46.699203"
"4316","43","FOOD","0","-25.441221","-49.27769"
"4317","85","GOOD","29","-23.513353","-46.618492"
"4320","21","GOOD","29","-23.550407","-46.72129"
"4328","27","GOOD","29","-23.622995","-46.699203"
"4329","55","GOOD","1","-23.521776","-46.624153"
"4334","44","FOOD",,"-25.43514","-49.316788"
"4335","20","FOOD","49","-22.996847","-43.3612"
"4336","26","GOOD","29","-23.563759","-46.652622"
"4344","31","GOOD","1","-23.631836","-46.735203"
"4347","36","GOOD","1","-30.085743","-51.246"
"4348","28","GOOD","1","-23.595776","-46.685986"
"4352","35","GOOD","1","-22.97315","-43.37081"
"4354","33","FOOD","49","-23.579067","-46.594006"
"4355","13","GOOD","1","-22.887522","-43.283367"
"4373","86","FOOD","49","-23.541502","-46.576717"
"4386","28","GOOD","29","-23.595776","-46.685986"
"4388","29","GOOD","29","-23.561052","-46.558975"
"4389","85","GOOD","1","-23.513353","-46.618492"
"4396","85","GOOD","29","-23.513353","-46.618492"
"4398","37","GOOD","29","-23.507105","-46.718197"
"4402","51","FOOD","49","-22.927336","-43.572533"
"4403","13","GOOD","29","-22.887522","-43.283367"
"4434","35","GOOD","49","-22.97315","-43.37081"
"4439","75","GOOD","49","-25.477074","-49.28966"
"4440","75","GOOD","49","-25.477074","-49.28966"
"4441","35","GOOD","29","-22.97315","-43.37081"
"4442","35","GOOD","29","-22.97315","-43.37081"
"4443","75","GOOD","49","-25.477074","-49.28966"
"4447","35","GOOD",,"-22.97315","-43.37081"
"4448","35","GOOD","29","-22.97315","-43.37081"
"4449","35","GOOD","29","-22.97315","-43.37081"
"4451","13","GOOD","49","-22.887522","-43.283367"
"4452","43","GOOD","49","-25.441221","-49.27769"
"4453","42","GOOD","49","-25.438766","-49.266533"
"4459","13","GOOD","29","-22.887522","-43.283367"
"4462","37","GOOD","29","-23.507105","-46.53152"
"4467","37","GOOD","29","-23.507105","-46.718197"
"4483","85","GOOD","29","-23.513353","-46.618492"
"4484","35","GOOD","29","-22.97315","-43.37081"
"4488","36","FOOD","49","-30.085743","-51.246"
"4489","29","GOOD",,"-23.561052","-46.558975"
"4491","13","GOOD",,"-22.8875","-43.284885"
"4498","85","GOOD","49","-23.513353","-46.618492"
"4510","33","FOOD",,"-23.579067","-46.594006"
"4512","20","FOOD","49","-22.996847","-43.3612"
"4524","35","GOOD","29","-22.97315","-43.37081"
"4531","37","GOOD","49","-23.507105","-46.718197"
"4553","85","GOOD",,"-23.513353","-46.618492"
"4556","37","FOOD","49","-23.507105","-46.718197"
"4558","86","GOOD","49","-23.541502","-46.576717"
"4559","85","GOOD","49","-23.513353","-46.618492"
"4564","25","GOOD","49","-23.570765","-46.642044"
"4567","85","GOOD","49","-23.513353","-46.618492"
"4568","85","GOOD","49","-23.513353","-46.618492"
"4572","85","GOOD","49","-23.513353","-46.618492"
"4585","85","GOOD","49","-23.513353","-46.618492"
"4587","85","GOOD","49","-23.513353","-46.618492"
"4596","44","GOOD","29","-25.43514","-49.316788"
"4605","85","GOOD","49","-23.513353","-46.618492"
"4611","36","FOOD","49","-30.085743","-51.246"
"4624","27","GOOD","0","-23.622995","-46.699203"
"4625","8","GOOD","0","-22.921474","-43.23482"
"4637","16","FOOD",,"-23.020708","-43.4897"
"4645","44","GOOD","29","-25.43514","-49.316788"
"4648","86","FOOD","49","-23.541502","-46.576717"
"4650","25","FOOD","0","-23.570765","-46.642044"
"4660","85","GOOD","49","-23.513353","-46.618492"
"4664","29","GOOD","49","-23.561052","-46.558975"
"4669","21","GOOD","29","-23.550407","-46.72129"
"4671","25","GOOD","49","-23.570765","-46.642044"
"4675","13","GOOD","29","-22.887522","-43.283367"
"4676","75","GOOD","49","-25.477074","-49.28966"
"4679","85","FOOD","49","-23.513353","-46.618492"
